,index,ecm_around_single_spot,ecm_around_single_spot bg subtracted,ecm_around_single_spot_mean_intensity,ecm_around_single_spot_mean_intensity bg subtracted,exp condition,filename,mean_intensty_original_synapse,mean_intensty_original_synapse bg subtracted,original_synapse_at_single_spot,original_synapse_at_single_spot bg subtracted,"Synapse brightness scale (0 = dimmest, 7 = brightest)",radial_average,radial_average_bgsubtracted,Time,Drug,Condition,"Synapse brightness scale (0 = dimmest, 5 = brightest)"
262,2575,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 2 0]
 [3 0 0 ... 0 0 1]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.00256235]
 [0.         0.         0.         ... 0.         0.00648392 0.        ]
 [0.01040549 0.         0.         ... 0.         0.         0.00256235]]",0.5744,0.0018685705882352942,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/2hrs_Bic/09_002_ExpControl,3.1029,0.006315129450980392,"[[0 0 0 ... 1 0 0]
 [0 0 1 ... 0 0 1]
 [1 0 0 ... 0 1 0]
 ...
 [4 4 3 ... 0 1 1]
 [8 9 7 ... 1 1 1]
 [4 4 1 ... 2 1 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00437608 0.00437608 0.00045451 ... 0.         0.         0.        ]
 [0.02006235 0.02398392 0.01614078 ... 0.         0.         0.        ]
 [0.00437608 0.00437608 0.         ... 0.         0.         0.        ]]",0,"[0.26785714 0.235      0.24264706 0.19034091 0.22727273 0.24609375
 0.22773973 0.30421687 0.24731183 0.37871287 0.59210526 0.87704918
 0.77592593 1.16823529 1.38309353 0.72794118 0.42647059 0.31875
 0.16666667 0.        ]","[0.00073489 0.00064973 0.00066172 0.00051475 0.00061633 0.00067305
 0.00063708 0.00086958 0.00069581 0.00112011 0.00184804 0.00297845
 0.00258726 0.00410959 0.0048983  0.00235163 0.00129265 0.0009102
 0.00049502 0.        ]",2hrs,Bic,2hr + Bic,0
263,380,"[[2 0 1 ... 0 1 1]
 [1 0 0 ... 0 0 1]
 [1 1 2 ... 1 0 2]
 ...
 [1 4 4 ... 0 0 0]
 [1 0 3 ... 0 0 0]
 [4 8 4 ... 1 1 0]]","[[0.00669686 0.         0.00277529 ... 0.         0.00277529 0.00277529]
 [0.00277529 0.         0.         ... 0.         0.         0.00277529]
 [0.00277529 0.00277529 0.00669686 ... 0.00277529 0.         0.00669686]
 ...
 [0.00277529 0.01454    0.01454    ... 0.         0.         0.        ]
 [0.00277529 0.         0.01061843 ... 0.         0.         0.        ]
 [0.01454    0.03022627 0.01454    ... 0.00277529 0.00277529 0.        ]]",0.5938,0.001868856745098039,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_DMSO/10_005_ExpControl,13.2962,0.013458684549019608,"[[24 25 18 ...  6 10  7]
 [13 22 30 ... 14  8  9]
 [16 17 12 ... 10  5  6]
 ...
 [28 19 14 ... 18 23 21]
 [22 23 18 ... 23 31 21]
 [22 25 22 ... 17 28 26]]","[[0.04271922 0.04664078 0.0191898  ... 0.         0.         0.        ]
 [0.         0.03487608 0.06624863 ... 0.00350353 0.         0.        ]
 [0.01134667 0.01526824 0.         ... 0.         0.         0.        ]
 ...
 [0.05840549 0.02311137 0.00350353 ... 0.0191898  0.03879765 0.03095451]
 [0.03487608 0.03879765 0.0191898  ... 0.03879765 0.0701702  0.03095451]
 [0.03487608 0.04664078 0.03487608 ... 0.01526824 0.05840549 0.05056235]]",2,"[0.23214286 0.24       0.25735294 0.24715909 0.32727273 0.36523438
 0.39554795 0.52108434 0.56586022 0.63985149 0.63596491 0.72848361
 0.75277778 0.72941176 0.69604317 0.68872549 0.79411765 1.03125
 1.26666667 2.        ]","[0.00067497 0.000689   0.00075637 0.00073153 0.00096559 0.00109871
 0.00117627 0.0015998  0.00176456 0.00201978 0.00204025 0.00232477
 0.00242139 0.00231832 0.00219355 0.00215022 0.00252419 0.00338501
 0.00424135 0.00669686]",2hrs,DMSO,2hr,1
264,307,"[[0 0 0 ... 3 1 2]
 [0 0 0 ... 4 3 2]
 [0 0 1 ... 3 1 4]
 ...
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 0 1 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.         ... 0.01008235 0.00223922 0.00616078]
 [0.         0.         0.         ... 0.01400392 0.01008235 0.00616078]
 [0.         0.         0.00223922 ... 0.01008235 0.00223922 0.01400392]
 ...
 [0.         0.00223922 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00223922 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.6315,0.0018713282352941178,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_DMSO/10_002_ExpControl,5.5262,0.009271474352941176,"[[5 1 8 ... 4 7 7]
 [3 2 7 ... 5 5 8]
 [0 1 5 ... 8 7 7]
 ...
 [0 1 1 ... 1 0 2]
 [0 0 0 ... 1 0 1]
 [0 0 0 ... 0 3 3]]","[[0.         0.         0.01063961 ... 0.         0.00671804 0.00671804]
 [0.         0.         0.00671804 ... 0.         0.         0.01063961]
 [0.         0.         0.         ... 0.01063961 0.00671804 0.00671804]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[1.77678571 2.22       1.16176471 0.73295455 0.47954545 0.390625
 0.42808219 0.43373494 0.46639785 0.51608911 0.59320175 0.4897541
 0.70462963 0.80588235 0.69064748 0.55147059 0.45955882 0.60625
 0.78333333 0.        ]","[0.00596138 0.00777218 0.00373332 0.00209529 0.00132234 0.00103899
 0.00117462 0.00116885 0.0012524  0.0014742  0.00173598 0.00138108
 0.00209031 0.00249926 0.00211839 0.00156061 0.00127027 0.00180966
 0.00251111 0.        ]",2hrs,DMSO,2hr,0
265,1404,"[[0 0 0 ... 0 0 0]
 [4 2 0 ... 0 0 0]
 [0 0 1 ... 1 1 1]
 ...
 [2 0 0 ... 2 1 0]
 [1 1 2 ... 0 0 0]
 [1 1 2 ... 1 1 1]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.01456588 0.00672275 0.         ... 0.         0.         0.        ]
 [0.         0.         0.00280118 ... 0.00280118 0.00280118 0.00280118]
 ...
 [0.00672275 0.         0.         ... 0.00672275 0.00280118 0.        ]
 [0.00280118 0.00280118 0.00672275 ... 0.         0.         0.        ]
 [0.00280118 0.00280118 0.00672275 ... 0.00280118 0.00280118 0.00280118]]",0.5916,0.0018731876078431373,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_Bic/01_002_ExpControl,6.7912,0.014000968941176473,"[[21 14 20 ...  0  0  1]
 [17 11 12 ...  4  2  1]
 [15 10 14 ...  1  2  1]
 ...
 [ 1  1  0 ...  1  1  1]
 [ 1  3  2 ...  1  3  0]
 [ 2  2  1 ...  1  1  0]]","[[0.05653882 0.02908784 0.05261725 ... 0.         0.         0.        ]
 [0.04085255 0.01732314 0.02124471 ... 0.         0.         0.        ]
 [0.03300941 0.01340157 0.02908784 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[0.28571429 0.375      0.38235294 0.34943182 0.45       0.4140625
 0.52226027 0.54819277 0.58198925 0.6200495  0.6995614  0.71516393
 0.75648148 0.64       0.53776978 0.60539216 0.58088235 0.6625
 0.85       0.        ]","[0.00085035 0.00111766 0.00114518 0.00104248 0.0013522  0.00126052
 0.0016241  0.00172963 0.00183506 0.00195041 0.00227532 0.00228914
 0.00246968 0.00207087 0.00168573 0.00186607 0.00180016 0.00209386
 0.00275446 0.        ]",12hrs,Bic,12hr + Bic,0
266,261,"[[1 1 0 ... 2 0 0]
 [0 0 0 ... 1 2 0]
 [0 1 0 ... 0 0 0]
 ...
 [0 1 0 ... 1 3 1]
 [1 0 0 ... 1 0 1]
 [1 0 0 ... 0 0 4]]","[[0.00264235 0.00264235 0.         ... 0.00656392 0.         0.        ]
 [0.         0.         0.         ... 0.00264235 0.00656392 0.        ]
 [0.         0.00264235 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.00264235 0.         ... 0.00264235 0.01048549 0.00264235]
 [0.00264235 0.         0.         ... 0.00264235 0.         0.00264235]
 [0.00264235 0.         0.         ... 0.         0.         0.01440706]]",0.5949,0.001873318980392157,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_DMSO/10_001_ExpControl,5.8264,0.010105423372549018,"[[ 3  3  2 ...  7  3  2]
 [ 1  0  0 ...  2  1  2]
 [ 1  1  0 ...  2  3  5]
 ...
 [12  6  6 ...  6  2  3]
 [11 17 12 ...  3  5  6]
 [17 13  7 ...  1  7  2]]","[[0.         0.         0.         ... 0.00543059 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.02503843 0.00150902 0.00150902 ... 0.00150902 0.         0.        ]
 [0.02111686 0.04464627 0.02503843 ... 0.         0.         0.00150902]
 [0.04464627 0.02896    0.00543059 ... 0.         0.00543059 0.        ]]",1,"[0.36607143 0.37       0.36764706 0.38636364 0.34772727 0.40625
 0.51027397 0.68825301 0.98252688 0.88490099 0.6370614  0.58606557
 0.63796296 0.53294118 0.53057554 0.54656863 0.43014706 0.3625
 0.48333333 1.        ]","[0.00104724 0.00104163 0.0010514  0.00111903 0.00099732 0.00117839
 0.00154108 0.00216731 0.00335099 0.00295566 0.00199894 0.00181728
 0.00203632 0.00165202 0.00164585 0.00167938 0.0012965  0.00106179
 0.00146902 0.00264235]",2hrs,DMSO,2hr,0
267,1299,"[[0 0 0 ... 1 0 0]
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 1]
 ...
 [0 0 0 ... 1 0 0]
 [1 1 2 ... 0 0 0]
 [1 0 0 ... 1 0 1]]","[[0.         0.         0.         ... 0.00256902 0.         0.        ]
 [0.         0.00256902 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00256902]
 ...
 [0.         0.         0.         ... 0.00256902 0.         0.        ]
 [0.00256902 0.00256902 0.00649059 ... 0.         0.         0.        ]
 [0.00256902 0.         0.         ... 0.00256902 0.         0.00256902]]",0.5846,0.001874340862745098,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_DMSO/04_002_ExpControl,7.048,0.01645998643137255,"[[0 0 0 ... 0 3 2]
 [0 1 0 ... 1 0 2]
 [0 0 0 ... 1 0 1]
 ...
 [0 0 1 ... 0 0 0]
 [2 0 1 ... 0 2 0]
 [0 2 0 ... 2 0 0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1,"[0.47321429 0.72       1.29779412 0.82670455 0.52045455 0.34375
 0.35616438 0.43222892 0.49596774 0.55321782 0.73684211 0.73770492
 0.64537037 0.61411765 0.41366906 0.43627451 0.61029412 0.5125
 0.3        0.        ]","[0.00140892 0.0023028  0.00457721 0.00278857 0.00161679 0.00098613
 0.001003   0.00127744 0.00147776 0.00172421 0.00246691 0.00245227
 0.00211132 0.00201527 0.00127923 0.00137606 0.00199053 0.00152796
 0.00083833 0.        ]",12hrs,DMSO,12hr,0
268,262,"[[0 1 0 ... 2 2 5]
 [0 0 0 ... 3 2 5]
 [0 0 0 ... 0 4 0]
 ...
 [0 1 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 1 1 0]]","[[0.         0.00272941 0.         ... 0.00665098 0.00665098 0.01841569]
 [0.         0.         0.         ... 0.01057255 0.00665098 0.01841569]
 [0.         0.         0.         ... 0.         0.01449412 0.        ]
 ...
 [0.         0.00272941 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00272941 0.00272941 0.        ]]",0.5907,0.0018752533333333335,2hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/2hrs_DMSO/10_001_ExpControl,6.2369,0.011004229607843138,"[[ 3  7  6 ...  3  6  6]
 [ 3  2  0 ...  3  5  2]
 [ 1  1  5 ...  6  8  8]
 ...
 [ 0  0  0 ...  6 10  4]
 [ 0  1  0 ...  1  3  5]
 [ 0  0  0 ...  2  4  1]]","[[0.         0.00391961 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00784118 0.00784118]
 ...
 [0.         0.         0.         ... 0.         0.01568431 0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[0.66071429 1.         0.88602941 0.63352273 0.62272727 0.61914062
 0.6489726  0.54216867 0.46370968 0.58415842 0.52412281 0.76434426
 0.64537037 0.52470588 0.42086331 0.46568627 0.40808824 0.35
 0.65       0.        ]","[0.00208011 0.00335529 0.0028917  0.00194251 0.00191643 0.00191575
 0.00202444 0.00166473 0.00141307 0.00184376 0.00165146 0.00260778
 0.00213569 0.0016313  0.00126878 0.00139669 0.00123656 0.00100745
 0.00215163 0.        ]",2hrs,DMSO,2hr,0
269,876,"[[0 0 0 ... 1 0 0]
 [0 1 0 ... 1 0 0]
 [1 0 0 ... 1 0 0]
 ...
 [0 0 1 ... 0 2 2]
 [0 0 0 ... 5 2 0]
 [0 0 0 ... 1 1 2]]","[[0.         0.         0.         ... 0.00267882 0.         0.        ]
 [0.         0.00267882 0.         ... 0.00267882 0.         0.        ]
 [0.00267882 0.         0.         ... 0.00267882 0.         0.        ]
 ...
 [0.         0.         0.00267882 ... 0.         0.00660039 0.00660039]
 [0.         0.         0.         ... 0.0183651  0.00660039 0.        ]
 [0.         0.         0.         ... 0.00267882 0.00267882 0.00660039]]",0.6005,0.0018788063137254903,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/08_005_ExpControl,12.0835,0.017256884078431373,"[[ 2  1  5 ...  7 11  6]
 [ 4  0  2 ...  6 10  7]
 [ 3  2  2 ...  7  6  5]
 ...
 [ 2  1  6 ...  6  3  4]
 [ 3  2  2 ...  7  4  3]
 [ 1  4  0 ...  5  3  4]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",2,"[1.32142857 0.965      1.05882353 0.81818182 1.00681818 1.29101562
 0.80136986 0.4503012  0.40456989 0.42450495 0.42434211 0.37090164
 0.44259259 0.50941176 0.51079137 0.48284314 0.6875     0.75
 0.61666667 0.        ]","[0.00442755 0.00310702 0.00346234 0.00258718 0.00329587 0.0044293
 0.00260425 0.0013298  0.00118733 0.00127098 0.00125529 0.00107634
 0.00135938 0.00153422 0.00153596 0.00142443 0.00217065 0.00232757
 0.0019212  0.        ]",4hrs,DMSO,4hr,1
270,2033,"[[0 0 0 ... 0 0 1]
 [0 1 0 ... 0 0 0]
 [1 0 0 ... 1 1 0]
 ...
 [0 0 0 ... 0 0 1]
 [0 0 1 ... 0 0 1]
 [0 0 1 ... 1 1 0]]","[[0.         0.         0.         ... 0.         0.         0.00282078]
 [0.         0.00282078 0.         ... 0.         0.         0.        ]
 [0.00282078 0.         0.         ... 0.00282078 0.00282078 0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.00282078]
 [0.         0.         0.00282078 ... 0.         0.         0.00282078]
 [0.         0.         0.00282078 ... 0.00282078 0.00282078 0.        ]]",0.5823,0.0018798718039215686,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/4hrs_DMSO/07_003_ExpControl,2.5999,0.004007760117647059,"[[1 2 1 ... 0 1 0]
 [2 2 2 ... 0 0 1]
 [5 2 3 ... 1 1 1]
 ...
 [0 1 0 ... 2 1 0]
 [0 0 0 ... 1 0 1]
 [0 0 0 ... 1 3 1]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.01019961 0.         0.00235647 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.00235647 0.        ]]",0,"[0.4375     0.395      0.35294118 0.37784091 0.39545455 0.55273438
 0.52226027 0.5753012  0.51747312 0.57549505 0.75       0.7817623
 0.71388889 0.74941176 0.46043165 0.3872549  0.38602941 0.38125
 0.3        0.        ]","[0.00134221 0.00119677 0.00106032 0.00115024 0.00122057 0.00176769
 0.00164659 0.0018234  0.00163427 0.00185495 0.00248976 0.00261572
 0.00237454 0.00248949 0.00143341 0.00116791 0.00116175 0.00113046
 0.00086458 0.        ]",4hrs,DMSO,4hr,0
271,1596,"[[1 0 0 ... 0 0 0]
 [1 3 2 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 1 0 ... 0 0 2]
 [0 0 1 ... 0 0 0]
 [0 0 0 ... 0 0 1]]","[[0.00262784 0.         0.         ... 0.         0.         0.        ]
 [0.00262784 0.01047098 0.00654941 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.00262784 0.         ... 0.         0.         0.00654941]
 [0.         0.         0.00262784 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00262784]]",0.5967,0.001880080588235294,12hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_DMSO/03_004_ExpControl,5.4283,0.007858013803921569,"[[16  8 18 ...  0  0  0]
 [17 17 16 ...  0  1  0]
 [13 19 15 ...  0  0  0]
 ...
 [ 2  2  3 ...  1  0  0]
 [ 1  0  3 ...  1  0  1]
 [ 3  3  1 ...  2  1  1]]","[[0.04219922 0.01082667 0.05004235 ... 0.         0.         0.        ]
 [0.04612078 0.04612078 0.04219922 ... 0.         0.         0.        ]
 [0.03043451 0.05396392 0.03827765 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[1.07142857 0.975      1.27573529 1.44886364 0.77727273 0.63476562
 0.80308219 0.89608434 0.50672043 0.40346535 0.35526316 0.50922131
 0.5787037  0.36470588 0.35251799 0.44362745 0.37867647 0.40625
 0.41666667 1.        ]","[0.00345086 0.00303436 0.00421333 0.0050129  0.00244831 0.00195612
 0.00259774 0.0029763  0.00151938 0.00117392 0.00104139 0.00157543
 0.0018873  0.00109233 0.0010427  0.00131482 0.0011045  0.00120502
 0.00126743 0.00262784]",12hrs,DMSO,12hr,0
272,2525,"[[0 0 0 ... 1 0 5]
 [1 3 1 ... 1 0 0]
 [0 0 1 ... 1 0 1]
 ...
 [1 1 0 ... 1 0 0]
 [0 1 0 ... 0 1 1]
 [1 0 1 ... 0 0 0]]","[[0.         0.         0.         ... 0.00159451 0.         0.01728078]
 [0.00159451 0.00943765 0.00159451 ... 0.00159451 0.         0.        ]
 [0.         0.         0.00159451 ... 0.00159451 0.         0.00159451]
 ...
 [0.00159451 0.00159451 0.         ... 0.00159451 0.         0.        ]
 [0.         0.00159451 0.         ... 0.         0.00159451 0.00159451]
 [0.00159451 0.         0.00159451 ... 0.         0.         0.        ]]",0.7888,0.0018802375686274512,2hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/2hrs_Bic/09_001_ExpControl,3.8455,0.007173995294117647,"[[1 0 0 ... 2 3 5]
 [1 0 1 ... 2 4 4]
 [4 0 0 ... 6 4 4]
 ...
 [0 3 1 ... 0 0 1]
 [4 3 0 ... 0 0 0]
 [0 4 2 ... 0 0 0]]","[[0.         0.         0.         ... 0.         0.         0.00536471]
 [0.         0.         0.         ... 0.         0.00144314 0.00144314]
 [0.00144314 0.         0.         ... 0.00928627 0.00144314 0.00144314]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00144314 0.         0.         ... 0.         0.         0.        ]
 [0.         0.00144314 0.         ... 0.         0.         0.        ]]",0,"[1.11607143 1.045      1.09558824 1.16761364 1.06363636 0.95117188
 0.79794521 0.81174699 0.82123656 0.70792079 0.6995614  0.7397541
 0.70462963 0.64588235 0.67805755 0.67647059 0.75367647 0.64375
 0.55       0.        ]","[0.00267301 0.00263199 0.00280779 0.0030253  0.00271142 0.00233021
 0.00191387 0.00191115 0.00191626 0.00164431 0.00161812 0.00173747
 0.00163635 0.00150075 0.00160015 0.00154063 0.00180918 0.0014337
 0.00118725 0.        ]",2hrs,Bic,2hr + Bic,0
273,795,"[[0 0 1 ... 0 1 0]
 [1 0 1 ... 0 0 0]
 [0 0 1 ... 0 0 1]
 ...
 [1 0 1 ... 0 0 0]
 [1 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]","[[0.         0.         0.00262157 ... 0.         0.00262157 0.        ]
 [0.00262157 0.         0.00262157 ... 0.         0.         0.        ]
 [0.         0.         0.00262157 ... 0.         0.         0.00262157]
 ...
 [0.00262157 0.         0.00262157 ... 0.         0.         0.        ]
 [0.00262157 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0.5838,0.0018823817647058824,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/08_002_ExpControl,6.6483,0.01095842843137255,"[[ 8  2  2 ...  2  0  0]
 [ 7  2  3 ...  0  0  0]
 [ 5  5  5 ...  0  2  0]
 ...
 [ 4  1  6 ...  0  2  1]
 [ 3  5  6 ...  0  2  2]
 [ 7 11  7 ...  3  1  5]]","[[0.00604902 0.         0.         ... 0.         0.         0.        ]
 [0.00212745 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00212745 0.01781373 0.00212745 ... 0.         0.         0.        ]]",1,"[0.34821429 0.405      0.33823529 0.34943182 0.47727273 0.7421875
 0.89383562 0.9126506  0.74193548 0.76732673 0.62061404 0.46106557
 0.37685185 0.54705882 0.70863309 0.47058824 0.30147059 0.2
 0.23333333 0.        ]","[0.00100572 0.00114624 0.00098707 0.00101947 0.00145507 0.00242558
 0.00303109 0.00312089 0.00241681 0.00255541 0.00202611 0.00142716
 0.00112035 0.00175992 0.00241888 0.00145035 0.0008429  0.00054869
 0.0006117  0.        ]",4hrs,DMSO,4hr,0
